(2014-08-13 11:45:08,619) INFO   [ContextLoader.initWebApplicationContext():273] - Root WebApplicationContext: initialization started
(2014-08-13 17:23:25,413) INFO   [MLog.<clinit>():80] - MLog clients using log4j logging.
(2014-08-13 17:23:25,560) INFO   [C3P0Registry.banner():204] - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
(2014-08-13 17:23:26,186) INFO   [AbstractPoolBackedDataSource.getPoolManager():462] - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> true, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 5000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge0wc931lcgjvi5c5l4p|a3fb526, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge0wc931lcgjvi5c5l4p|a3fb526, idleConnectionTestPeriod -> 0, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/alfred-clound?useUnicode=true&characterEncoding=UTF-8&autoReconnect=true&failOverReadOnly=false, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 7200, maxIdleTimeExcessConnections -> 1800, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
(2014-08-13 17:23:28,423) INFO   [ContextLoader.initWebApplicationContext():302] - Root WebApplicationContext: initialization completed in 4158 ms
(2014-08-13 17:23:28,491) INFO   [FrameworkServlet.initServletBean():444] - FrameworkServlet 'SpringMVC': initialization started
(2014-08-13 17:23:28,494) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing WebApplicationContext for namespace 'SpringMVC-servlet': startup date [Wed Aug 13 17:23:28 CST 2014]; parent: Root WebApplicationContext
(2014-08-13 17:23:28,496) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from ServletContext resource [/WEB-INF/SpringMVC-servlet.xml]
(2014-08-13 17:23:28,645) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@2931c7c6: defining beans [loginController,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter#0,mappingJacksonHttpMessageConverter,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@e49d3bc
(2014-08-13 17:23:29,014) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start] onto handler 'loginController'
(2014-08-13 17:23:29,015) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start.*] onto handler 'loginController'
(2014-08-13 17:23:29,016) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start/] onto handler 'loginController'
(2014-08-13 17:23:29,016) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1] onto handler 'loginController'
(2014-08-13 17:23:29,016) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1.*] onto handler 'loginController'
(2014-08-13 17:23:29,016) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1/] onto handler 'loginController'
(2014-08-13 17:23:29,016) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}] onto handler 'loginController'
(2014-08-13 17:23:29,017) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}.*] onto handler 'loginController'
(2014-08-13 17:23:29,017) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}/] onto handler 'loginController'
(2014-08-13 17:23:29,017) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}] onto handler 'loginController'
(2014-08-13 17:23:29,017) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}.*] onto handler 'loginController'
(2014-08-13 17:23:29,017) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}/] onto handler 'loginController'
(2014-08-13 17:23:29,092) INFO   [FrameworkServlet.initServletBean():463] - FrameworkServlet 'SpringMVC': initialization completed in 600 ms
(2014-08-13 17:32:21,225) INFO   [ContextLoader.initWebApplicationContext():273] - Root WebApplicationContext: initialization started
(2014-08-13 17:32:21,347) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing Root WebApplicationContext: startup date [Wed Aug 13 17:32:21 CST 2014]; root of context hierarchy
(2014-08-13 17:32:21,409) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from class path resource [applicationContext.xml]
(2014-08-13 17:32:22,284) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/jdbc.properties]
(2014-08-13 17:32:22,285) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/config.properties]
(2014-08-13 17:32:22,390) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@1d06aa01: defining beans [propertyHolder,dataSource,jdbcTemplate,transactionManager,sqlSessionFactory,sqlSessionTemplate,org.mybatis.spring.mapper.MapperScannerConfigurer#0,pushServer,bohHoldSettlementService,companyService,happyHourService,happyHourWeekService,inventoryMaterialStockService,inventoryRawMaterialService,inventoryRecipeMaterialService,inventorySupplierService,itemCategoryService,itemDetailService,itemHappyHourService,itemMainCategoryService,itemModifierService,modifierService,orderDetailService,orderService,paymentSettlementService,placesService,printerGroupService,printerService,receiveMsgLogService,reportDaySalesService,reportDayTaxService,reportHourlyService,reportPluDayItemService,reportPluDayModifierService,restaurantService,revenueCenterService,roundAmountService,roundRuleService,settlementRestaurantService,tablesService,taxService,userPermissionService,userRestaurantService,userService,userTimeSheetService,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,bohHoldSettlementMapper,cardsSettlementMapper,cashInOutMapper,companyMapper,happyHourMapper,happyHoursDetailsMapper,happyHourTblMapper,happyHourWeekMapper,inventoryMaterialStockMapper,inventoryRawMaterialMapper,inventoryRecipeMaterialMapper,inventorySupplierMapper,itemCategoryMapper,itemDetailMapper,itemHappyHourMapper,itemMainCategoryMapper,itemModifierMapper,modifierMapper,netsSettlementMapper,nonChargableSettlementMapper,orderBillMapper,orderDetailMapper,orderDetailTaxMapper,orderMapper,orderModifierMapper,orderSplitMapper,paymentMapper,paymentSettlementMapper,permissionMapper,placesMapper,printerGroupMapper,printerMapper,receiveMsgLogMapper,reportDaySalesMapper,reportDayTaxMapper,reportHourlyMapper,reportPluDayItemMapper,reportPluDayModifierMapper,restaurantMapper,revenueCenterMapper,roundAmountMapper,roundRuleMapper,settlementRestaurantMapper,tablesMapper,taxCategoryMapper,taxMapper,userMapper,userPermissionMapper,userRestaurantMapper,userTimeSheetMapper,voidSettlementMapper,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; root of factory hierarchy
(2014-08-13 17:32:22,420) INFO   [MLog.<clinit>():80] - MLog clients using log4j logging.
(2014-08-13 17:32:22,580) INFO   [C3P0Registry.banner():204] - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
(2014-08-13 17:32:23,212) INFO   [AbstractPoolBackedDataSource.getPoolManager():462] - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> true, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 5000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge0wc931lcs28h18x47kj|893fa9d, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge0wc931lcs28h18x47kj|893fa9d, idleConnectionTestPeriod -> 0, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/alfred-clound?useUnicode=true&characterEncoding=UTF-8&autoReconnect=true&failOverReadOnly=false, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 7200, maxIdleTimeExcessConnections -> 1800, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
(2014-08-13 17:32:55,077) INFO   [ContextLoader.initWebApplicationContext():273] - Root WebApplicationContext: initialization started
(2014-08-13 17:32:55,204) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing Root WebApplicationContext: startup date [Wed Aug 13 17:32:55 CST 2014]; root of context hierarchy
(2014-08-13 17:32:55,266) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from class path resource [applicationContext.xml]
(2014-08-13 17:32:56,115) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/jdbc.properties]
(2014-08-13 17:32:56,116) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/config.properties]
(2014-08-13 17:32:56,213) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7054cfc9: defining beans [propertyHolder,dataSource,jdbcTemplate,transactionManager,sqlSessionFactory,sqlSessionTemplate,org.mybatis.spring.mapper.MapperScannerConfigurer#0,pushServer,bohHoldSettlementService,companyService,happyHourService,happyHourWeekService,inventoryMaterialStockService,inventoryRawMaterialService,inventoryRecipeMaterialService,inventorySupplierService,itemCategoryService,itemDetailService,itemHappyHourService,itemMainCategoryService,itemModifierService,modifierService,orderDetailService,orderService,paymentSettlementService,placesService,printerGroupService,printerService,receiveMsgLogService,reportDaySalesService,reportDayTaxService,reportHourlyService,reportPluDayItemService,reportPluDayModifierService,restaurantService,revenueCenterService,roundAmountService,roundRuleService,settlementRestaurantService,tablesService,taxService,userPermissionService,userRestaurantService,userService,userTimeSheetService,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,bohHoldSettlementMapper,cardsSettlementMapper,cashInOutMapper,companyMapper,happyHourMapper,happyHoursDetailsMapper,happyHourTblMapper,happyHourWeekMapper,inventoryMaterialStockMapper,inventoryRawMaterialMapper,inventoryRecipeMaterialMapper,inventorySupplierMapper,itemCategoryMapper,itemDetailMapper,itemHappyHourMapper,itemMainCategoryMapper,itemModifierMapper,modifierMapper,netsSettlementMapper,nonChargableSettlementMapper,orderBillMapper,orderDetailMapper,orderDetailTaxMapper,orderMapper,orderModifierMapper,orderSplitMapper,paymentMapper,paymentSettlementMapper,permissionMapper,placesMapper,printerGroupMapper,printerMapper,receiveMsgLogMapper,reportDaySalesMapper,reportDayTaxMapper,reportHourlyMapper,reportPluDayItemMapper,reportPluDayModifierMapper,restaurantMapper,revenueCenterMapper,roundAmountMapper,roundRuleMapper,settlementRestaurantMapper,tablesMapper,taxCategoryMapper,taxMapper,userMapper,userPermissionMapper,userRestaurantMapper,userTimeSheetMapper,voidSettlementMapper,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; root of factory hierarchy
(2014-08-13 17:32:56,237) INFO   [MLog.<clinit>():80] - MLog clients using log4j logging.
(2014-08-13 17:32:56,377) INFO   [C3P0Registry.banner():204] - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
(2014-08-13 17:32:57,011) INFO   [AbstractPoolBackedDataSource.getPoolManager():462] - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> true, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 5000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge0wc931lcssbs1qasdua|e97b646, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge0wc931lcssbs1qasdua|e97b646, idleConnectionTestPeriod -> 0, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/alfred-clound?useUnicode=true&characterEncoding=UTF-8&autoReconnect=true&failOverReadOnly=false, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 7200, maxIdleTimeExcessConnections -> 1800, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
(2014-08-13 17:32:59,468) INFO   [ContextLoader.initWebApplicationContext():302] - Root WebApplicationContext: initialization completed in 4387 ms
(2014-08-13 17:32:59,532) INFO   [FrameworkServlet.initServletBean():444] - FrameworkServlet 'SpringMVC': initialization started
(2014-08-13 17:32:59,535) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing WebApplicationContext for namespace 'SpringMVC-servlet': startup date [Wed Aug 13 17:32:59 CST 2014]; parent: Root WebApplicationContext
(2014-08-13 17:32:59,537) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from ServletContext resource [/WEB-INF/SpringMVC-servlet.xml]
(2014-08-13 17:32:59,699) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@c59de6f: defining beans [loginController,pushServer,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter#0,mappingJacksonHttpMessageConverter,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@7054cfc9
(2014-08-13 17:33:00,051) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start] onto handler 'loginController'
(2014-08-13 17:33:00,052) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start.*] onto handler 'loginController'
(2014-08-13 17:33:00,053) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start/] onto handler 'loginController'
(2014-08-13 17:33:00,053) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1] onto handler 'loginController'
(2014-08-13 17:33:00,053) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1.*] onto handler 'loginController'
(2014-08-13 17:33:00,053) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1/] onto handler 'loginController'
(2014-08-13 17:33:00,054) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}] onto handler 'loginController'
(2014-08-13 17:33:00,054) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}.*] onto handler 'loginController'
(2014-08-13 17:33:00,054) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}/] onto handler 'loginController'
(2014-08-13 17:33:00,054) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}] onto handler 'loginController'
(2014-08-13 17:33:00,054) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}.*] onto handler 'loginController'
(2014-08-13 17:33:00,055) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}/] onto handler 'loginController'
(2014-08-13 17:33:00,130) INFO   [FrameworkServlet.initServletBean():463] - FrameworkServlet 'SpringMVC': initialization completed in 597 ms
(2014-08-13 17:36:48,958) INFO   [ContextLoader.initWebApplicationContext():273] - Root WebApplicationContext: initialization started
(2014-08-13 17:36:49,086) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing Root WebApplicationContext: startup date [Wed Aug 13 17:36:49 CST 2014]; root of context hierarchy
(2014-08-13 17:36:49,152) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from class path resource [applicationContext.xml]
(2014-08-13 17:36:50,058) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/jdbc.properties]
(2014-08-13 17:36:50,059) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/config.properties]
(2014-08-13 17:36:50,164) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@710efa29: defining beans [propertyHolder,dataSource,jdbcTemplate,transactionManager,sqlSessionFactory,sqlSessionTemplate,org.mybatis.spring.mapper.MapperScannerConfigurer#0,pushServer,bohHoldSettlementService,companyService,happyHourService,happyHourWeekService,inventoryMaterialStockService,inventoryRawMaterialService,inventoryRecipeMaterialService,inventorySupplierService,itemCategoryService,itemDetailService,itemHappyHourService,itemMainCategoryService,itemModifierService,modifierService,orderDetailService,orderService,paymentSettlementService,placesService,printerGroupService,printerService,receiveMsgLogService,reportDaySalesService,reportDayTaxService,reportHourlyService,reportPluDayItemService,reportPluDayModifierService,restaurantService,revenueCenterService,roundAmountService,roundRuleService,settlementRestaurantService,tablesService,taxService,userPermissionService,userRestaurantService,userService,userTimeSheetService,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,bohHoldSettlementMapper,cardsSettlementMapper,cashInOutMapper,companyMapper,happyHourMapper,happyHoursDetailsMapper,happyHourTblMapper,happyHourWeekMapper,inventoryMaterialStockMapper,inventoryRawMaterialMapper,inventoryRecipeMaterialMapper,inventorySupplierMapper,itemCategoryMapper,itemDetailMapper,itemHappyHourMapper,itemMainCategoryMapper,itemModifierMapper,modifierMapper,netsSettlementMapper,nonChargableSettlementMapper,orderBillMapper,orderDetailMapper,orderDetailTaxMapper,orderMapper,orderModifierMapper,orderSplitMapper,paymentMapper,paymentSettlementMapper,permissionMapper,placesMapper,printerGroupMapper,printerMapper,receiveMsgLogMapper,reportDaySalesMapper,reportDayTaxMapper,reportHourlyMapper,reportPluDayItemMapper,reportPluDayModifierMapper,restaurantMapper,revenueCenterMapper,roundAmountMapper,roundRuleMapper,settlementRestaurantMapper,tablesMapper,taxCategoryMapper,taxMapper,userMapper,userPermissionMapper,userRestaurantMapper,userTimeSheetMapper,voidSettlementMapper,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; root of factory hierarchy
(2014-08-13 17:36:50,187) INFO   [MLog.<clinit>():80] - MLog clients using log4j logging.
(2014-08-13 17:36:50,335) INFO   [C3P0Registry.banner():204] - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
(2014-08-13 17:36:50,989) INFO   [AbstractPoolBackedDataSource.getPoolManager():462] - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> true, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 5000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge0wc931lcxsuakwgevt|893fa9d, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge0wc931lcxsuakwgevt|893fa9d, idleConnectionTestPeriod -> 0, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/alfred-clound?useUnicode=true&characterEncoding=UTF-8&autoReconnect=true&failOverReadOnly=false, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 7200, maxIdleTimeExcessConnections -> 1800, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
(2014-08-13 17:36:53,325) INFO   [ContextLoader.initWebApplicationContext():302] - Root WebApplicationContext: initialization completed in 4362 ms
(2014-08-13 17:36:53,398) INFO   [FrameworkServlet.initServletBean():444] - FrameworkServlet 'SpringMVC': initialization started
(2014-08-13 17:36:53,401) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing WebApplicationContext for namespace 'SpringMVC-servlet': startup date [Wed Aug 13 17:36:53 CST 2014]; parent: Root WebApplicationContext
(2014-08-13 17:36:53,403) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from ServletContext resource [/WEB-INF/SpringMVC-servlet.xml]
(2014-08-13 17:36:53,573) INFO   [DefaultListableBeanFactory.preInstantiateSingletons():557] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@266dcdd5: defining beans [loginController,pushServer,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter#0,mappingJacksonHttpMessageConverter,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@710efa29
(2014-08-13 17:36:53,986) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start] onto handler 'loginController'
(2014-08-13 17:36:53,986) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start.*] onto handler 'loginController'
(2014-08-13 17:36:53,987) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/start/] onto handler 'loginController'
(2014-08-13 17:36:53,987) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1] onto handler 'loginController'
(2014-08-13 17:36:53,987) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1.*] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/1/] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}.*] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRestaurant/{restId}/] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}] onto handler 'loginController'
(2014-08-13 17:36:53,988) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}.*] onto handler 'loginController'
(2014-08-13 17:36:53,989) INFO   [AbstractUrlHandlerMapping.registerHandler():314] - Mapped URL path [/test/sendRevenue/{revenueId}/] onto handler 'loginController'
(2014-08-13 17:36:54,059) INFO   [FrameworkServlet.initServletBean():463] - FrameworkServlet 'SpringMVC': initialization completed in 661 ms
(2014-08-13 17:38:10,740) INFO   [ContextLoader.initWebApplicationContext():273] - Root WebApplicationContext: initialization started
(2014-08-13 17:38:10,857) INFO   [AbstractApplicationContext.prepareRefresh():495] - Refreshing Root WebApplicationContext: startup date [Wed Aug 13 17:38:10 CST 2014]; root of context hierarchy
(2014-08-13 17:38:10,912) INFO   [XmlBeanDefinitionReader.loadBeanDefinitions():315] - Loading XML bean definitions from class path resource [applicationContext.xml]
(2014-08-13 17:38:11,742) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/jdbc.properties]
(2014-08-13 17:38:11,742) INFO   [PropertiesLoaderSupport.loadProperties():177] - Loading properties file from URL [file:/E:/workspace/alfred/alfred-push/target/classes/config.properties]
